scanner,symbol,entry_date_str,signal_regime,entry_price,stop_loss,entry_atr,entry_risk_distance,holding_cap,arm_a_exit_date,arm_a_exit_reason,arm_a_exit_price,arm_a_holding_days,arm_a_gross_r,arm_a_cost_r,arm_a_net_r,arm_b_exit_dates,arm_b_exit_reasons,arm_b_exit_prices,arm_b_holding_days,arm_b_gross_r,arm_b_cost_r,arm_b_net_r,paired_delta
EOD,GENUSPOWER,2026-08-20,BULL,334.25,318.82,10.2867,15.43,10,2026-09-03,TIME_EXPIRY,339.7,10,0.3532,0.0218,0.3314,2026-08-31,TRAILING_STOP(100%),348.36,7,0.9142,0.0221,0.8921,0.5607
EOD,GESHIP,2017-09-08,BULL,420.8,401.75,12.7,19.05,10,2017-09-15,STOP_LOSS,401.75,5,-1.0,0.0216,-1.0216,2017-09-15,STOP_LOSS(100%),401.75,5,-1.0,0.0216,-1.0216,0.0
EOD,GESHIP,2022-08-23,BULL,549.65,519.69,19.9733,29.96,10,2022-09-06,STOP_LOSS,519.69,9,-1.0,0.0178,-1.0178,2022-09-01,TRAILING_STOP(100%),573.96,6,0.8115,0.0188,0.7928,1.8106
EOD,GHCL,2019-09-16,BULL,211.1,199.0,8.0667,12.1,10,2019-09-17,STOP_LOSS,199.0,1,-1.0,0.0169,-1.0169,2019-09-17,STOP_LOSS(100%),199.0,1,-1.0,0.0169,-1.0169,0.0
EOD,GHCL,2021-09-27,BULL,439.2,412.13,18.0467,27.07,10,2021-10-11,TIME_EXPIRY,437.95,10,-0.0462,0.0162,-0.0624,2021-10-06,TRAILING_STOP(100%),470.78,7,1.1665,0.0168,1.1497,1.2121
EOD,GHCL,2022-03-14,BULL,525.5,487.61,25.26,37.89,10,2022-03-29,TIME_EXPIRY,545.65,10,0.5318,0.0141,0.5177,2022-03-23,TRAILING_STOP(100%),551.52,6,0.6867,0.0142,0.6725,0.1548
EOD,GHCL,2024-12-03,BULL,645.05,612.24,21.8733,32.81,10,2024-12-10,TARGET,710.67,5,2.0,0.0207,1.9793,2024-12-10,TRAILING_STOP(100%),676.06,5,0.9452,0.0201,0.9251,-1.0542
EOD,GICRE,2020-01-13,BULL,257.9,244.93,8.6467,12.97,10,2020-01-27,TIME_EXPIRY,259.8,10,0.1465,0.02,0.1265,2020-01-27,TRAILING_STOP(100%),269.68,10,0.908,0.0203,0.8877,0.7612
EOD,GICRE,2022-11-04,BULL,131.3,126.87,2.9533,4.43,10,2022-11-10,TARGET,140.16,3,2.0,0.0306,1.9694,2022-11-09;2022-11-10,TARGET_1(50%);TARGET_2(50%),137.95;142.38,3,2.0,0.0306,1.9694,0.0
EOD,GICRE,2022-12-19,BULL,187.35,175.2,8.1,12.15,10,2022-12-21,STOP_LOSS,175.2,2,-1.0,0.0149,-1.0149,2022-12-21,TRAILING_STOP(100%),196.7,2,0.7695,0.0158,0.7537,1.7686
EOD,GICRE,2023-09-15,BULL,235.15,223.58,7.7133,11.57,10,2023-09-21,STOP_LOSS,223.58,3,-1.0,0.0198,-1.0198,2023-09-21,STOP_LOSS(100%),223.58,3,-1.0,0.0198,-1.0198,0.0
EOD,GICRE,2026-02-09,BULL,384.0,368.92,10.0533,15.08,10,2026-02-23,TIME_EXPIRY,389.85,10,0.3879,0.0257,0.3623,2026-02-11,TRAILING_STOP(100%),395.27,2,0.7476,0.0258,0.7217,0.3594
EOD,GIPCL,2023-09-01,BULL,128.5,121.55,4.6333,6.95,10,2023-09-11,TARGET,142.4,6,2.0,0.0195,1.9805,2023-09-11;2023-09-12,TARGET_1(50%);TRAILING_STOP(50%),138.93;141.53,7,1.6876,0.0193,1.6683,-0.3122
